Title	yearRelease	Rating	Cast	Votes	Link	no.Votes	movieURL	Director	Cast1	Cast2
Taxi Driver	1976	8.3	Martin Scorsese (dir.), Robert De Niro, Jodie Foster	8.3 based on 570,094 user ratings	http://www.imdb.com/title/tt0075314/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_89	570094	[ url](http://www.imdb.com/title/tt0075314/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_89)	Martin Scorsese	Robert De Niro	Jodie Foster
To Kill a Mockingbird	1962	8.3	Robert Mulligan (dir.), Gregory Peck, John Megna	8.3 based on 242,432 user ratings	http://www.imdb.com/title/tt0056592/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_90	242432	[ url](http://www.imdb.com/title/tt0056592/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_90)	Robert Mulligan	Gregory Peck	John Megna
Full Metal Jacket	1987	8.3	Stanley Kubrick (dir.), Matthew Modine, R. Lee Ermey	8.3 based on 544,587 user ratings	http://www.imdb.com/title/tt0093058/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_91	544587	[ url](http://www.imdb.com/title/tt0093058/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_91)	Stanley Kubrick	Matthew Modine	R. Lee Ermey
2001: A Space Odyssey	1968	8.3	Stanley Kubrick (dir.), Keir Dullea, Gary Lockwood	8.3 based on 480,617 user ratings	http://www.imdb.com/title/tt0062622/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_92	480617	[ url](http://www.imdb.com/title/tt0062622/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_92)	Stanley Kubrick	Keir Dullea	Gary Lockwood
Singin' in the Rain	1952	8.3	Stanley Donen (dir.), Gene Kelly, Donald O'Connor	8.3 based on 172,345 user ratings	http://www.imdb.com/title/tt0045152/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_93	172345	[ url](http://www.imdb.com/title/tt0045152/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_93)	Stanley Donen	Gene Kelly	Donald O'Connor
Toy Story	1995	8.3	John Lasseter (dir.), Tom Hanks, Tim Allen	8.3 based on 703,100 user ratings	http://www.imdb.com/title/tt0114709/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_94	703100	[ url](http://www.imdb.com/title/tt0114709/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_94)	John Lasseter	Tom Hanks	Tim Allen
3 Idiots	2009	8.3	Rajkumar Hirani (dir.), Aamir Khan, Madhavan	8.3 based on 255,716 user ratings	http://www.imdb.com/title/tt1187043/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_95	255716	[ url](http://www.imdb.com/title/tt1187043/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_95)	Rajkumar Hirani	Aamir Khan	Madhavan
The Sting	1973	8.3	George Roy Hill (dir.), Paul Newman, Robert Redford	8.3 based on 195,801 user ratings	http://www.imdb.com/title/tt0070735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_96	195801	[ url](http://www.imdb.com/title/tt0070735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_96)	George Roy Hill	Paul Newman	Robert Redford
Toy Story 3	2010	8.3	Lee Unkrich (dir.), Tom Hanks, Tim Allen	8.3 based on 610,637 user ratings	http://www.imdb.com/title/tt0435761/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_97	610637	[ url](http://www.imdb.com/title/tt0435761/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_97)	Lee Unkrich	Tom Hanks	Tim Allen
Inglourious Basterds	2009	8.3	Quentin Tarantino (dir.), Brad Pitt, Diane Kruger	8.3 based on 1,001,624 user ratings	http://www.imdb.com/title/tt0361748/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_98	1001624	[ url](http://www.imdb.com/title/tt0361748/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_98)	Quentin Tarantino	Brad Pitt	Diane Kruger
Ladri di biciclette	1948	8.3	Vittorio De Sica (dir.), Lamberto Maggiorani, Enzo Staiola	8.3 based on 108,547 user ratings	http://www.imdb.com/title/tt0040522/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_99	108547	[ url](http://www.imdb.com/title/tt0040522/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_99)	Vittorio De Sica	Lamberto Maggiorani	Enzo Staiola
The Kid	1921	8.3	Charles Chaplin (dir.), Charles Chaplin, Edna Purviance	8.3 based on 80,438 user ratings	http://www.imdb.com/title/tt0012349/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_100	80438	[ url](http://www.imdb.com/title/tt0012349/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_100)	Charles Chaplin	Charles Chaplin	Edna Purviance
Snatch	2000	8.3	Guy Ritchie (dir.), Jason Statham, Brad Pitt	8.3 based on 661,528 user ratings	http://www.imdb.com/title/tt0208092/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_101	661528	[ url](http://www.imdb.com/title/tt0208092/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_101)	Guy Ritchie	Jason Statham	Brad Pitt
Monty Python and the Holy Grail	1975	8.3	Terry Gilliam (dir.), Graham Chapman, John Cleese	8.3 based on 418,816 user ratings	http://www.imdb.com/title/tt0071853/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_102	418816	[ url](http://www.imdb.com/title/tt0071853/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_102)	Terry Gilliam	Graham Chapman	John Cleese
Good Will Hunting	1997	8.3	Gus Van Sant (dir.), Robin Williams, Matt Damon	8.3 based on 685,189 user ratings	http://www.imdb.com/title/tt0119217/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_103	685189	[ url](http://www.imdb.com/title/tt0119217/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_103)	Gus Van Sant	Robin Williams	Matt Damon
Jagten	2012	8.3	Thomas Vinterberg (dir.), Mads Mikkelsen, Thomas Bo Larsen	8.3 based on 205,390 user ratings	http://www.imdb.com/title/tt2106476/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_104	205390	[ url](http://www.imdb.com/title/tt2106476/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_104)	Thomas Vinterberg	Mads Mikkelsen	Thomas Bo Larsen
Per qualche dollaro in più	1965	8.3	Sergio Leone (dir.), Clint Eastwood, Lee Van Cleef	8.3 based on 179,354 user ratings	http://www.imdb.com/title/tt0059578/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_105	179354	[ url](http://www.imdb.com/title/tt0059578/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_105)	Sergio Leone	Clint Eastwood	Lee Van Cleef
L.A. Confidential	1997	8.3	Curtis Hanson (dir.), Kevin Spacey, Russell Crowe	8.3 based on 453,198 user ratings	http://www.imdb.com/title/tt0119488/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_106	453198	[ url](http://www.imdb.com/title/tt0119488/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_106)	Curtis Hanson	Kevin Spacey	Russell Crowe
Scarface	1983	8.3	Brian De Palma (dir.), Al Pacino, Michelle Pfeiffer	8.3 based on 598,381 user ratings	http://www.imdb.com/title/tt0086250/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_107	598381	[ url](http://www.imdb.com/title/tt0086250/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_107)	Brian De Palma	Al Pacino	Michelle Pfeiffer
The Apartment	1960	8.2	Billy Wilder (dir.), Jack Lemmon, Shirley MacLaine	8.2 based on 124,211 user ratings	http://www.imdb.com/title/tt0053604/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_108	124211	[ url](http://www.imdb.com/title/tt0053604/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_108)	Billy Wilder	Jack Lemmon	Shirley MacLaine
Metropolis	1927	8.2	Fritz Lang (dir.), Brigitte Helm, Alfred Abel	8.2 based on 125,968 user ratings	http://www.imdb.com/title/tt0017136/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_109	125968	[ url](http://www.imdb.com/title/tt0017136/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_109)	Fritz Lang	Brigitte Helm	Alfred Abel
Jodaeiye Nader az Simin	2011	8.2	Asghar Farhadi (dir.), Payman Maadi, Leila Hatami	8.2 based on 172,683 user ratings	http://www.imdb.com/title/tt1832382/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_110	172683	[ url](http://www.imdb.com/title/tt1832382/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_110)	Asghar Farhadi	Payman Maadi	Leila Hatami
Rashômon	1950	8.2	Akira Kurosawa (dir.), Toshirô Mifune, Machiko Kyô	8.2 based on 116,282 user ratings	http://www.imdb.com/title/tt0042876/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_111	116282	[ url](http://www.imdb.com/title/tt0042876/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_111)	Akira Kurosawa	Toshirô Mifune	Machiko Kyô
Dunkirk	2017	8.2	Christopher Nolan (dir.), Fionn Whitehead, Barry Keoghan	8.2 based on 247,087 user ratings	http://www.imdb.com/title/tt5013056/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_112	247087	[ url](http://www.imdb.com/title/tt5013056/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_112)	Christopher Nolan	Fionn Whitehead	Barry Keoghan
Indiana Jones and the Last Crusade	1989	8.2	Steven Spielberg (dir.), Harrison Ford, Sean Connery	8.2 based on 572,889 user ratings	http://www.imdb.com/title/tt0097576/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_113	572889	[ url](http://www.imdb.com/title/tt0097576/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_113)	Steven Spielberg	Harrison Ford	Sean Connery
All About Eve	1950	8.2	Joseph L. Mankiewicz (dir.), Bette Davis, Anne Baxter	8.2 based on 93,479 user ratings	http://www.imdb.com/title/tt0042192/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_114	93479	[ url](http://www.imdb.com/title/tt0042192/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_114)	Joseph L. Mankiewicz	Bette Davis	Anne Baxter
Yôjinbô	1961	8.2	Akira Kurosawa (dir.), Toshirô Mifune, Eijirô Tôno	8.2 based on 83,385 user ratings	http://www.imdb.com/title/tt0055630/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_115	83385	[ url](http://www.imdb.com/title/tt0055630/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_115)	Akira Kurosawa	Toshirô Mifune	Eijirô Tôno
Babam ve Oglum	2005	8.2	Çagan Irmak (dir.), Resit Kurt, Fikret Kuskan	8.2 based on 51,486 user ratings	http://www.imdb.com/title/tt0476735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_116	51486	[ url](http://www.imdb.com/title/tt0476735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_116)	Çagan Irmak	Resit Kurt	Fikret Kuskan
Up	2009	8.2	Pete Docter (dir.), Edward Asner, Jordan Nagai	8.2 based on 752,950 user ratings	http://www.imdb.com/title/tt1049413/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_117	752950	[ url](http://www.imdb.com/title/tt1049413/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_117)	Pete Docter	Edward Asner	Jordan Nagai
Batman Begins	2005	8.2	Christopher Nolan (dir.), Christian Bale, Michael Caine	8.2 based on 1,087,612 user ratings	http://www.imdb.com/title/tt0372784/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_118	1087612	[ url](http://www.imdb.com/title/tt0372784/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_118)	Christopher Nolan	Christian Bale	Michael Caine
Some Like It Hot	1959	8.2	Billy Wilder (dir.), Marilyn Monroe, Tony Curtis	8.2 based on 195,624 user ratings	http://www.imdb.com/title/tt0053291/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_119	195624	[ url](http://www.imdb.com/title/tt0053291/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_119)	Billy Wilder	Marilyn Monroe	Tony Curtis
The Treasure of the Sierra Madre	1948	8.2	John Huston (dir.), Humphrey Bogart, Walter Huston	8.2 based on 88,600 user ratings	http://www.imdb.com/title/tt0040897/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_120	88600	[ url](http://www.imdb.com/title/tt0040897/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_120)	John Huston	Humphrey Bogart	Walter Huston
Unforgiven	1992	8.2	Clint Eastwood (dir.), Clint Eastwood, Gene Hackman	8.2 based on 307,824 user ratings	http://www.imdb.com/title/tt0105695/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_121	307824	[ url](http://www.imdb.com/title/tt0105695/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_121)	Clint Eastwood	Clint Eastwood	Gene Hackman
Der Untergang	2004	8.2	Oliver Hirschbiegel (dir.), Bruno Ganz, Alexandra Maria Lara	8.2 based on 275,510 user ratings	http://www.imdb.com/title/tt0363163/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_122	275510	[ url](http://www.imdb.com/title/tt0363163/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_122)	Oliver Hirschbiegel	Bruno Ganz	Alexandra Maria Lara
Die Hard	1988	8.2	John McTiernan (dir.), Bruce Willis, Alan Rickman	8.2 based on 653,865 user ratings	http://www.imdb.com/title/tt0095016/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_123	653865	[ url](http://www.imdb.com/title/tt0095016/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_123)	John McTiernan	Bruce Willis	Alan Rickman
Raging Bull	1980	8.2	Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty	8.2 based on 259,579 user ratings	http://www.imdb.com/title/tt0081398/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_124	259579	[ url](http://www.imdb.com/title/tt0081398/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_124)	Martin Scorsese	Robert De Niro	Cathy Moriarty
Heat	1995	8.2	Michael Mann (dir.), Al Pacino, Robert De Niro	8.2 based on 475,370 user ratings	http://www.imdb.com/title/tt0113277/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_125	475370	[ url](http://www.imdb.com/title/tt0113277/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_125)	Michael Mann	Al Pacino	Robert De Niro
Bacheha-Ye aseman	1997	8.2	Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian	8.2 based on 38,770 user ratings	http://www.imdb.com/title/tt0118849/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_126	38770	[ url](http://www.imdb.com/title/tt0118849/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_126)	Majid Majidi	Mohammad Amir Naji	Amir Farrokh Hashemian
The Third Man	1949	8.2	Carol Reed (dir.), Orson Welles, Joseph Cotten	8.2 based on 127,186 user ratings	http://www.imdb.com/title/tt0041959/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_127	127186	[ url](http://www.imdb.com/title/tt0041959/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_127)	Carol Reed	Orson Welles	Joseph Cotten
